Kreis,Datum,Länge (h),TO-Punkte,AfD-Anträge,Kooperation,Inhaltlich,Personell,Organisatorisch,Notizen,Person
9563,5/7/2020,2,31,0,0,0,0,0,,Florian
9563,5/27/2020,1.75,24,0,0,0,0,0,,Florian
9563,6/24/2020,1.25,14,0,0,0,0,0,,Florian
9563,7/22/2020,3,33,0,0,0,0,0,,Florian
9563,10/1/2020,2.25,16,0,0,0,0,0,,Florian
9563,10/28/2020,1,10,0,0,0,0,0,,Florian
9563,11/26/2020,1,18,0,0,0,0,0,,Florian
9563,12/16/2020,1,14,0,0,0,0,0,,Florian
9563,1/20/2021,1.75,9,0,0,0,0,0,,Florian
9563,2/25/2021,1.5,19,0,0,0,0,0,,Florian
9563,3/18/2021,1,9,0,0,0,0,0,,Florian
9563,4/21/2021,1,21,0,0,0,0,0,,Florian
9563,5/20/2021,2.25,12,2,0,0,0,0,,Florian
9563,6/24/2021,1.25,15,0,0,0,0,0,,Florian
9563,7/29/2021,3.25,30,0,0,0,0,0,,Florian
9563,9/27/2021,1.75,24,0,0,0,0,0,,Florian
9563,10/27/2021,1.5,17,0,0,0,0,0,,Florian
9563,11/15/2021,0.75,11,1,0,0,0,0,,Florian
9563,12/22/2021,2,22,0,0,0,0,0,,Florian
9563,1/19/2022,1,10,0,0,0,0,0,,Florian
9563,2/16/2022,1.5,23,1,1,1,0,0,,Florian
9563,3/24/2022,1.75,21,0,0,0,0,0,,Florian
9563,4/27/2022,1.75,15,0,0,0,0,0,,Florian
9563,5/19/2022,1,1,0,0,0,0,0,,Florian
9563,6/1/2022,1.5,14,0,0,0,0,0,,Florian
9563,6/30/2022,1.25,12,0,0,0,0,0,,Florian
9563,7/27/2022,1,20,0,0,0,0,0,,Florian
9563,9/28/2022,2.25,19,0,0,0,0,0,,Florian
9563,10/25/2022,0.5,12,0,0,0,0,0,,Florian
9563,11/24/2022,0.5,17,0,0,0,0,0,,Florian
9563,12/21/2022,1.25,11,0,0,0,0,0,,Florian
9563,1/18/2023,1.25,9,0,0,0,0,0,,Florian
9563,2/15/2023,2.5,11,0,0,0,0,0,,Florian
9563,3/28/2023,1.75,14,0,0,0,0,0,,Florian
9563,4/26/2023,1.5,11,0,0,0,0,0,,Florian
9563,5/17/2023,0.5,15,0,0,0,0,0,,Florian
9563,6/29/2023,1.5,16,0,0,0,0,0,,Florian
9563,7/26/2023,1.75,23,0,0,0,0,0,,Florian
9563,9/27/2023,1.25,20,0,0,0,0,0,,Florian
9563,10/25/2023,2,17,0,0,0,0,0,,Florian
9563,11/15/2023,1.75,17,0,0,0,0,0,,Florian
9563,12/20/2023,1.5,34,0,0,0,0,0,,Florian
9563,1/24/2024,1.25,9,0,0,0,0,0,,Florian
9563,2/21/2024,1,8,0,0,0,0,0,,Florian
9563,3/13/2024,0.5,12,0,0,0,0,0,,Florian
9563,4/24/2024,0.5,11,0,0,0,0,0,,Florian
9563,5/15/2024,0.5,9,0,0,0,0,0,,Florian
9563,6/12/2024,0.5,12,0,0,0,0,0,,Florian
9562,5/14/2020,3.25,16,0,0,0,0,0,,Florian
9562,5/27/2020,3,16,0,0,0,0,0,,Florian
9562,6/25/2020,4.25,26,1,0,0,0,0,,Florian
9562,7/23/2020,6.5,39,0,0,0,0,0,,Florian
9562,9/24/2020,6.75,26,0,0,0,0,0,,Florian
9562,10/28/2020,5.5,32,0,0,0,0,0,,Florian
9562,11/26/2020,6.5,32,0,0,0,0,0,,Florian
9562,12/16/2020,4.25,26,0,0,0,0,0,,Florian
9562,1/14/2021,5.5,27,0,0,0,0,0,,Florian
9562,2/24/2021,6.25,32,1,0,0,0,0,,Florian
9562,3/17/2021,2,10,0,0,0,0,0,,Florian
9562,4/29/2021,5.25,26,0,0,0,0,0,,Florian
9562,5/12/2021,4.5,18,0,0,0,0,0,,Florian
9562,6/24/2021,3.25,19,0,0,0,0,0,,Florian
9562,7/22/2021,6,35,0,0,0,0,0,,Florian
9562,9/22/2021,4.5,21,0,0,0,0,0,,Florian
9562,10/28/2021,5.75,39,0,0,0,0,0,,Florian
9562,11/17/2021,4.5,19,0,0,0,0,0,,Florian
9562,12/9/2021,2.25,26,0,0,0,0,0,,Florian
9562,1/13/2022,6,32,0,0,0,0,0,,Florian
9562,2/23/2022,4.5,24,0,0,0,0,0,,Florian
9562,3/31/2022,5.25,21,0,0,0,0,0,,Florian
9562,4/28/2022,5.25,18,0,0,0,0,0,,Florian
9562,5/19/2022,1,16,0,0,0,0,0,,Florian
9562,6/30/2022,3.5,23,0,0,0,0,0,,Florian
9562,7/28/2022,4.75,33,0,0,0,0,0,,Florian
9562,9/29/2022,5,24,0,0,0,0,0,,Florian
9562,10/27/2022,6.25,25,1,0,0,0,0,,Florian
9562,11/24/2022,1,25,0,0,0,0,0,,Florian
9562,12/15/2022,3.5,18,0,0,0,0,0,,Florian
9562,1/12/2023,4,24,0,0,0,0,0,,Florian
9562,2/16/2023,2.25,19,0,0,0,0,0,,Florian
9562,3/30/2023,5.75,25,0,0,0,0,0,,Florian
9562,4/27/2023,2.75,24,0,0,0,0,0,,Florian
9562,5/24/2023,3.25,15,0,0,0,0,0,,Florian
9562,6/29/2023,2.75,14,0,0,0,0,0,,Florian
9562,7/27/2023,3,27,0,0,0,0,0,,Florian
9562,9/28/2023,2.25,20,0,0,0,0,0,,Florian
9562,10/26/2023,5.5,22,0,0,0,0,0,,Florian
9562,11/30/2023,3,28,0,0,0,0,0,,Florian
9562,12/14/2023,3,15,0,0,0,0,0,,Florian
9562,1/11/2024,4.75,26,0,0,0,0,0,,Florian
9562,2/9/2024,2,3,0,0,0,0,0,,Florian
9562,2/29/2024,4.25,14,0,0,0,0,0,,Florian
9562,3/21/2024,2.25,19,0,0,0,0,0,,Florian
9562,4/25/2024,0.75,15,0,0,0,0,0,,Florian
9562,5/15/2024,3.5,20,0,0,0,0,0,,Florian
9562,6/27/2024,3.75,17,0,0,0,0,0,,Florian
9561,5/5/2020,7,16,0,0,0,0,0,,Florian
9561,5/19/2020,1.25,6,0,0,0,0,0,,Florian
9561,6/25/2020,3.75,13,1,0,0,0,0,,Florian
9561,7/22/2020,6.75,16,0,0,0,0,0,,Florian
9561,9/29/2020,6.5,17,0,0,0,0,0,,Florian
9561,10/20/2020,3.25,6,0,0,0,0,0,,Florian
9561,11/23/2020,3,17,0,0,0,0,0,,Florian
9561,11/27/2020,3,1,0,0,0,0,0,,Florian
9561,12/7/2020,1.75,6,1,0,0,0,0,,Florian
9561,1/26/2021,1,7,0,0,0,0,0,,Florian
9561,2/23/2021,1.25,4,0,0,0,0,0,,Florian
9561,3/23/2021,1.25,10,0,0,0,0,0,,Florian
9561,3/29/2021,1,4,0,0,0,0,0,,Florian
9561,5/18/2021,1,5,0,0,0,0,0,,Florian
9561,6/22/2021,1,6,1,1,1,0,0,,Florian
9561,6/29/2021,1,9,0,0,0,0,0,,Florian
9561,7/27/2021,2.5,11,1,0,0,0,0,,Florian
9561,9/28/2021,0.75,7,0,0,0,0,0,,Florian
9561,10/26/2021,4,11,1,1,1,0,0,,Florian
9561,11/18/2021,9.5,8,0,0,0,0,0,,Florian
9561,11/30/2021,3,10,0,0,0,0,0,,Florian
9561,12/13/2021,2,5,0,0,0,0,0,,Florian
9561,12/22/2021,0.5,3,0,0,0,0,0,,Florian
9561,1/26/2022,3.5,8,0,0,0,0,0,,Florian
9561,2/22/2022,2.25,14,4,1,1,0,0,,Florian
9561,3/29/2022,3.5,13,0,0,0,0,0,,Florian
9561,5/3/2022,3.25,6,1,0,0,0,0,,Florian
9561,6/1/2022,2.25,6,0,0,0,0,0,,Florian
9561,6/28/2022,3.5,14,0,0,0,0,0,,Florian
9561,7/1/2022,0.75,1,0,0,0,0,0,,Florian
9561,7/8/2022,1,1,0,0,0,0,0,,Florian
9561,7/26/2022,2.75,9,0,0,0,0,0,,Florian
9561,9/28/2022,4.75,18,1,0,0,0,0,,Florian
9561,10/25/2022,3.75,13,0,0,0,0,0,,Florian
9561,11/17/2022,9.5,10,0,0,0,0,0,,Florian
9561,11/29/2022,1.75,14,0,0,0,0,0,,Florian
9561,12/5/2022,1.25,9,0,0,0,0,0,,Florian
9561,1/31/2023,5.75,9,0,0,0,0,0,,Florian
9561,2/28/2023,2.25,9,0,0,0,0,0,,Florian
9561,3/28/2023,3.25,11,0,0,0,0,0,,Florian
9561,4/25/2023,2.25,8,0,0,0,0,0,,Florian
9561,5/24/2023,0.75,7,0,0,0,0,0,,Florian
9561,6/27/2023,4.75,13,0,0,0,0,0,,Florian
9561,7/7/2023,1.75,1,0,0,0,0,0,,Florian
9561,7/26/2023,5.25,16,0,0,0,0,0,,Florian
9561,9/26/2023,4.5,14,0,0,0,0,0,,Florian
9561,10/24/2023,4.25,13,0,0,0,0,0,,Florian
9561,11/28/2023,3.5,17,0,0,0,0,0,,Florian
9561,12/18/2023,1,1,0,0,0,0,0,,Florian
9561,1/30/2024,2.75,8,0,0,0,0,0,,Florian
9561,2/27/2024,2.5,10,0,0,0,0,0,,Florian
9561,3/20/2024,1.75,12,0,0,0,0,0,,Florian
9561,4/23/2024,1.25,7,0,0,0,0,0,,Florian
9561,5/14/2024,2.5,7,0,0,0,0,0,,Florian
9561,6/25/2024,1.5,10,0,0,0,0,0,,Florian
9464,5/8/2020,2,16,0,0,0,0,0,,Florian
9464,6/22/2020,2.75,39,0,0,0,0,0,,Florian
9464,7/20/2020,3.5,25,0,0,0,0,0,,Florian
9464,9/21/2020,2.25,21,0,0,0,0,0,,Florian
9464,10/27/2020,4.25,26,0,0,0,0,0,,Florian
9464,11/23/2020,2.5,19,0,0,0,0,0,,Florian
9464,12/10/2020,2,22,0,0,0,0,0,,Florian
9464,1/25/2021,2.5,21,0,0,0,0,0,,Florian
9464,2/22/2021,2,20,0,0,0,0,0,,Florian
9464,3/18/2021,3,6,0,0,0,0,0,,Florian
9464,3/22/2021,3.25,20,0,0,0,0,0,,Florian
9464,4/19/2021,1.75,17,0,0,0,0,0,,Florian
9464,5/10/2021,1.5,15,0,0,0,0,0,,Florian
9464,6/7/2021,2.25,29,0,0,0,0,0,,Florian
9464,6/28/2021,1.75,23,0,0,0,0,0,,Florian
9464,7/19/2021,3,23,0,0,0,0,0,,Florian
9464,9/27/2021,2.25,20,0,0,0,0,0,,Florian
9464,10/18/2021,2,15,0,0,0,0,0,,Florian
9464,11/8/2021,2.25,17,0,0,0,0,0,,Florian
9464,11/29/2021,3,16,0,0,0,0,0,,Florian
9464,12/16/2021,2.75,24,0,0,0,0,0,,Florian
9464,1/17/2022,1.25,12,0,0,0,0,0,,Florian
9464,2/7/2022,1,16,0,0,0,0,0,,Florian
9464,2/28/2022,2,19,0,0,0,0,0,,Florian
9464,3/17/2022,2.75,9,0,0,0,0,0,,Florian
9464,3/21/2022,1.5,10,0,0,0,0,0,,Florian
9464,4/11/2022,2,9,0,0,0,0,0,,Florian
9464,5/23/2022,2.75,19,0,0,0,0,0,,Florian
9464,6/14/2022,2.75,14,0,0,0,0,0,,Florian
9464,7/4/2022,2.25,18,0,0,0,0,0,,Florian
9464,7/25/2022,2.25,10,0,0,0,0,0,,Florian
9464,10/17/2022,1,14,0,0,0,0,0,,Florian
9464,11/14/2022,1.5,14,0,0,0,0,0,,Florian
9464,11/28/2022,1.25,12,0,0,0,0,0,,Florian
9464,12/15/2022,1.75,27,0,0,0,0,0,,Florian
9464,1/23/2023,1.75,14,0,0,0,0,0,,Florian
9464,2/13/2023,1.25,12,0,0,0,0,0,,Florian
9464,3/6/2023,1.25,17,0,0,0,0,0,,Florian
9464,3/16/2023,1.75,5,0,0,0,0,0,,Florian
9464,3/27/2023,2.25,17,0,0,0,0,0,,Florian
9464,4/24/2023,1.5,2,0,0,0,0,0,,Florian
9464,5/15/2023,1,15,0,0,0,0,0,,Florian
9464,6/19/2023,1.5,16,0,0,0,0,0,,Florian
9464,7/17/2023,2.25,18,0,0,0,0,0,,Florian
9464,9/25/2023,1,15,0,0,0,0,0,,Florian
9464,11/13/2023,2.5,25,0,0,0,0,0,,Florian
9464,12/4/2023,3,23,0,0,0,0,0,,Florian
9464,1/15/2024,2.25,23,0,0,0,0,0,,Florian
9464,2/5/2024,1.5,12,0,0,0,0,0,,Florian
9464,3/4/2024,1.75,14,0,0,0,0,0,,Florian
9464,4/15/2024,2.5,8,0,0,0,0,0,,Florian
9464,4/22/2024,1.75,13,0,0,0,0,0,,Florian
9464,5/13/2024,0.75,10,0,0,0,0,0,,Florian
9464,6/10/2024,2.75,16,0,0,0,0,0,,Florian
9463,5/4/2020,5.25,37,0,0,0,0,0,,Florian
9463,5/28/2020,7.5,36,0,0,0,0,0,,Florian
9463,6/25/2020,3,14,0,0,0,0,0,,Florian
9463,7/23/2020,4.75,34,0,0,0,0,0,,Florian
9463,9/24/2020,3,18,0,0,0,0,0,,Florian
9463,10/22/2020,4.5,13,0,0,0,0,0,,Florian
9463,11/19/2020,2,15,0,0,0,0,0,,Florian
9463,12/3/2020,1.75,8,0,0,0,0,0,,Florian
9463,12/17/2020,3.25,22,0,0,0,0,0,,Florian
9463,2/25/2021,3.25,21,0,0,0,0,0,,Florian
9463,3/25/2021,4.75,21,0,0,0,0,0,,Florian
9463,4/29/2021,5.5,27,0,0,0,0,0,,Florian
9463,5/20/2021,1.5,10,0,0,0,0,0,,Florian
9463,6/24/2021,8.5,25,0,0,0,0,0,,Florian
9463,7/22/2021,7,22,0,0,0,0,0,,Florian
9463,9/29/2021,3.25,16,0,0,0,0,0,,Florian
9463,10/21/2021,3.75,14,0,0,0,0,0,,Florian
9463,11/10/2021,2.5,2,0,0,0,0,0,,Florian
9463,11/25/2021,3.5,24,0,0,0,0,0,,Florian
9463,12/16/2021,3.75,14,0,0,0,0,0,,Florian
9463,1/27/2022,4.5,16,0,0,0,0,0,,Florian
9463,2/9/2022,5,2,0,0,0,0,0,,Florian
9463,2/17/2022,2,13,0,0,0,0,0,,Florian
9463,3/24/2022,1.75,15,0,0,0,0,0,,Florian
9463,4/28/2022,6.25,24,0,0,0,0,0,,Florian
9463,5/19/2022,4.25,16,0,0,0,0,0,,Florian
9463,6/2/2022,0.5,2,0,0,0,0,0,,Florian
9463,6/23/2022,6.25,17,0,0,0,0,0,,Florian
9463,7/21/2022,4.75,20,0,0,0,0,0,,Florian
9463,9/22/2022,5.5,20,0,0,0,0,0,,Florian
9463,10/20/2022,4,20,0,0,0,0,0,,Florian
9463,11/17/2022,5,16,0,0,0,0,0,,Florian
9463,12/15/2022,6.5,16,0,0,0,0,0,,Florian
9463,1/26/2023,4,10,0,0,0,0,0,,Florian
9463,2/16/2023,2.5,13,0,0,0,0,0,,Florian
9463,3/23/2023,5.5,17,0,0,0,0,0,,Florian
9463,4/27/2023,5.5,13,0,0,0,0,0,,Florian
9463,5/25/2023,5.25,12,0,0,0,0,0,,Florian
9463,6/22/2023,3.75,12,0,0,0,0,0,,Florian
9463,7/20/2023,6,21,0,0,0,0,0,,Florian
9463,9/28/2023,2,10,0,0,0,0,0,,Florian
9463,10/5/2023,2.5,1,0,0,0,0,0,Nichtöffentliche Sitzung.,Florian
9463,10/19/2023,1.75,4,0,0,0,0,0,,Florian
9463,10/26/2023,1.5,1,0,0,0,0,0,,Florian
9463,11/16/2023,4.25,13,0,0,0,0,0,,Florian
9463,11/23/2023,2.75,10,0,0,0,0,0,,Florian
9463,12/14/2023,3.5,13,0,0,0,0,0,,Florian
9463,12/21/2023,5.5,4,0,0,0,0,0,,Florian
9463,1/25/2024,6,5,0,0,0,0,0,,Florian
9463,2/1/2024,5,1,0,0,0,0,0,Nichtöffentliche Sitzung.,Florian
9463,2/22/2024,2.25,9,0,0,0,0,0,,Florian
9463,3/21/2024,3.75,10,0,0,0,0,0,,Florian
9463,4/18/2024,2.5,6,0,0,0,0,0,,Florian
9463,5/16/2024,2,16,0,0,0,0,0,,Florian
9463,6/20/2024,2.5,7,0,0,0,0,0,,Florian
9461,5/6/2020,1.75,4,0,0,0,0,0,,Florian
9461,5/27/2020,3,14,0,0,0,0,0,,Florian
9461,6/24/2020,5,14,0,0,0,0,0,,Florian
9461,7/22/2020,4.75,35,0,0,0,0,0,,Florian
9461,9/30/2020,2.25,20,0,0,0,0,0,,Florian
9461,10/13/2020,3.75,6,0,0,0,0,0,,Florian
9461,10/28/2020,2.75,15,0,0,0,0,0,,Florian
9461,11/18/2020,3.25,19,0,0,0,0,0,,Florian
9461,12/9/2020,4.25,62,0,0,0,0,0,,Florian
9461,1/27/2021,3.75,15,0,0,0,0,0,,Florian
9461,2/24/2021,4,9,0,0,0,0,0,,Florian
9461,3/10/2021,2.75,2,0,0,0,0,0,,Florian
9461,3/24/2021,3.25,22,0,0,0,0,0,,Florian
9461,3/31/2021,1.5,3,0,0,0,0,0,,Florian
9461,4/21/2021,1.5,16,0,0,0,0,0,,Florian
9461,4/28/2021,4,5,0,0,0,0,0,,Florian
9461,5/19/2021,4.5,12,0,0,0,0,0,,Florian
9461,6/23/2021,2.75,16,0,0,0,0,0,,Florian
9461,7/28/2021,3.5,19,0,0,0,0,0,,Florian
9461,9/29/2021,2.75,15,0,0,0,0,0,,Florian
9461,10/27/2021,3.5,15,0,0,0,0,0,,Florian
9461,11/17/2021,1.25,2,0,0,0,0,0,,Florian
9461,11/18/2021,2.75,3,0,0,0,0,0,,Florian
9461,11/24/2021,3.25,17,0,0,0,0,0,,Florian
9461,12/15/2021,4.25,55,0,0,0,0,0,,Florian
9461,1/26/2022,4.25,10,0,0,0,0,0,,Florian
9461,2/23/2022,4.25,13,0,0,0,0,0,,Florian
9461,3/17/2022,2.75,7,0,0,0,0,0,,Florian
9461,3/30/2022,3.5,11,0,0,0,0,0,,Florian
9461,4/27/2022,1.75,9,0,0,0,0,0,,Florian
9461,5/18/2022,2.25,18,0,0,0,0,0,,Florian
9461,6/29/2022,1,10,0,0,0,0,0,,Florian
9461,7/27/2022,2.5,20,0,0,0,0,0,,Florian
9461,9/20/2022,2.75,7,0,0,0,0,0,,Florian
9461,10/26/2022,6,22,0,0,0,0,0,,Florian
9461,11/16/2022,1.5,2,0,0,0,0,0,,Florian
9461,11/23/2022,3.5,9,0,0,0,0,0,,Florian
9461,12/14/2022,4.25,61,0,0,0,0,0,,Florian
9461,1/25/2023,4.25,14,0,0,0,0,0,,Florian
9461,2/15/2023,2.5,8,0,0,0,0,0,,Florian
9461,3/29/2023,4.75,22,0,0,0,0,0,,Florian
9461,4/26/2023,3.5,9,0,0,0,0,0,,Florian
9461,5/24/2023,4,16,0,0,0,0,0,,Florian
9461,6/28/2023,2.75,11,0,0,0,0,0,,Florian
9461,7/26/2023,5.75,20,0,0,0,0,0,,Florian
9461,9/27/2023,NA,11,0,0,0,0,0,,Florian
9461,10/11/2023,1.5,3,0,0,0,0,0,,Florian
9461,10/25/2023,4,10,0,0,0,0,0,,Florian
9461,11/22/2023,1.5,2,0,0,0,0,0,,Florian
9461,11/29/2023,2.75,11,0,0,0,0,0,,Florian
9461,12/13/2023,NA,78,0,0,0,0,0,,Florian
9461,1/24/2024,2.5,12,0,0,0,0,0,,Florian
9461,2/28/2024,1.5,12,0,0,0,0,0,,Florian
9461,3/20/2024,5.25,16,0,0,0,0,0,,Florian
9461,4/24/2024,3,16,0,0,0,0,0,,Florian
9461,5/15/2024,2.5,6,0,0,0,0,0,,Florian
9461,6/26/2024,NA,9,0,0,0,0,0,,Florian
9363,1/24/2022,NA,NA,NA,NA,NA,NA,NA,Sitzungen erst ab dem Jahr 2022 online,Florian
9363,2/21/2022,4.75,14,0,0,0,0,0,,Florian
9363,3/28/2022,0.75,13,0,0,0,0,0,,Florian
9363,5/9/2022,1,6,0,0,0,0,0,,Florian
9363,6/27/2022,3,23,0,0,0,0,0,,Florian
9363,7/25/2022,3.75,14,0,0,0,0,0,,Florian
9363,9/26/2022,1.75,12,0,0,0,0,0,,Florian
9363,10/17/2022,1.75,9,1,0,0,0,0,,Florian
9363,11/21/2022,0.5,18,0,0,0,0,0,,Florian
9363,12/19/2022,1.25,15,0,0,0,0,0,,Florian
9363,1/16/2023,4,2,0,0,0,0,0,,Florian
9363,1/23/2023,2.75,14,0,0,0,0,0,,Florian
9363,2/27/2023,4,23,0,0,0,0,0,,Florian
9363,3/27/2023,3,26,0,0,0,0,0,,Florian
9363,5/15/2023,3.25,23,0,0,0,0,0,,Florian
9363,6/19/2023,0.5,11,0,0,0,0,0,,Florian
9363,7/10/2023,3.5,3,0,0,0,0,0,,Florian
9363,7/13/2023,0.75,1,0,0,0,0,0,,Florian
9363,7/24/2023,2,9,1,1,1,0,0,,Florian
9363,9/25/2023,2.75,20,0,0,0,0,0,,Florian
9363,10/23/2023,0.5,8,0,0,0,0,0,,Florian
9363,11/20/2023,2.25,10,0,0,0,0,0,,Florian
9363,12/18/2023,2,20,0,0,0,0,0,,Florian
9363,1/29/2024,1.25,14,0,0,0,0,0,,Florian
9363,3/4/2024,1.25,10,0,0,0,0,0,,Florian
9363,4/8/2024,3,7,0,0,0,0,0,,Florian
9363,5/13/2024,1.25,18,0,0,0,0,0,,Florian
9363,6/17/2024,1.5,5,0,0,0,0,0,,Florian
9362,5/14/2020,3.5,12,0,0,0,0,0,,Florian
9362,5/28/2020,4.25,33,0,0,0,0,0,,Florian
9362,7/23/2020,3.25,31,1,0,0,0,0,,Florian
9362,10/8/2020,3.5,20,0,0,0,0,0,,Florian
9362,10/29/2020,2.25,26,0,0,0,0,0,,Florian
9362,12/17/2020,2.75,30,0,0,0,0,0,,Florian
9362,1/28/2021,5,7,0,0,0,0,0,,Florian
9362,2/25/2021,3.25,34,0,0,0,0,0,,Florian
9362,3/25/2021,3.75,15,0,0,0,0,0,,Florian
9362,4/22/2021,1.75,16,0,0,0,0,0,,Florian
9362,5/20/2021,1.75,12,0,0,0,0,0,,Florian
9362,6/24/2021,0.5,11,0,0,0,0,0,,Florian
9362,7/28/2021,1.75,25,0,0,0,0,0,,Florian
9362,9/30/2021,1.5,13,0,0,0,0,0,,Florian
9362,10/28/2021,0.5,31,0,0,0,0,0,,Florian
9362,12/2/2021,0.75,29,0,0,0,0,0,,Florian
9362,12/16/2021,0.5,16,0,0,0,0,0,,Florian
9362,1/27/2022,0.5,5,0,0,0,0,0,,Florian
9362,2/24/2022,1.5,22,0,0,0,0,0,,Florian
9362,3/24/2022,0.5,12,0,0,0,0,0,,Florian
9362,4/28/2022,1.75,17,0,0,0,0,0,,Florian
9362,5/31/2022,1.75,19,0,0,0,0,0,,Florian
9362,7/6/2022,0.75,20,0,0,0,0,0,,Florian
9362,7/28/2022,1.75,25,0,0,0,0,0,,Florian
9362,9/29/2022,4.25,18,0,0,0,0,0,,Florian
9362,10/27/2022,0.5,21,0,0,0,0,0,,Florian
9362,11/29/2022,0.75,22,0,0,0,0,0,,Florian
9362,12/15/2022,1.25,19,0,0,0,0,0,,Florian
9362,1/24/2023,3.75,14,0,0,0,0,0,,Florian
9362,2/28/2023,1,14,0,0,0,0,0,,Florian
9362,3/28/2023,3.75,25,0,0,0,0,0,,Florian
9362,4/27/2023,1.25,7,0,0,0,0,0,,Florian
9362,5/11/2023,1.25,21,0,0,0,0,0,,Florian
9362,6/29/2023,0.5,24,0,0,0,0,0,,Florian
9362,7/27/2023,2,20,0,0,0,0,0,,Florian
9362,9/28/2023,1.75,19,0,0,0,0,0,,Florian
9362,10/19/2023,1.25,17,0,0,0,0,0,,Florian
9362,11/29/2023,1.75,29,0,0,0,0,0,,Florian
9362,12/14/2023,3.75,24,0,0,0,0,0,,Florian
9362,1/31/2024,0.5,5,0,0,0,0,0,,Florian
9362,2/29/2024,1,14,0,0,0,0,0,,Florian
9362,3/20/2024,1.5,12,0,0,0,0,0,,Florian
9362,4/30/2024,0.5,9,0,0,0,0,0,,Florian
9362,6/20/2024,0.75,24,0,0,0,0,0,,Florian
9263,5/4/2020,2.25,16,0,0,0,0,0,,Florian
9263,6/29/2020,3.5,14,0,0,0,0,0,,Florian
9263,7/20/2020,2.5,18,0,0,0,0,0,,Florian
9263,9/28/2020,2.5,23,0,0,0,0,0,,Florian
9263,10/19/2020,1.75,19,0,0,0,0,0,,Florian
9263,11/19/2020,2.75,5,0,0,0,0,0,,Florian
9263,11/23/2020,1,20,0,0,0,0,0,,Florian
9263,12/14/2020,2.25,19,0,0,0,0,0,,Florian
9263,2/22/2021,3,21,0,0,0,0,0,,Florian
9263,3/22/2021,2.5,14,0,0,0,0,0,,Florian
9263,4/26/2021,2.5,17,0,0,0,0,0,,Florian
9263,5/17/2021,2,10,0,0,0,0,0,,Florian
9263,6/28/2021,1.75,23,0,0,0,0,0,,Florian
9263,7/26/2021,2.5,23,0,0,0,0,0,,Florian
9263,9/27/2021,2,22,0,0,0,0,0,,Florian
9263,10/25/2021,0.75,14,0,0,0,0,0,,Florian
9263,11/22/2021,2,17,0,0,0,0,0,,Florian
9263,11/23/2021,2.75,4,0,0,0,0,0,,Florian
9263,12/13/2021,2.5,15,0,0,0,0,0,,Florian
9263,1/24/2022,2.75,20,0,0,0,0,0,,Florian
9263,2/21/2022,3.75,18,0,0,0,0,0,,Florian
9263,3/28/2022,4.25,20,0,0,0,0,0,,Florian
9263,5/9/2022,3.5,16,0,0,0,0,0,,Florian
9263,5/30/2022,1.5,12,NA,NA,NA,NA,NA,Kein Protokoll vorhanden.,Florian
9263,6/20/2022,2,2,0,0,0,0,0,,Florian
9263,7/4/2022,3,23,0,0,0,0,0,,Florian
9263,7/25/2022,2.25,17,0,0,0,0,0,,Florian
9263,9/26/2022,3,17,0,0,0,0,0,,Florian
9263,10/24/2022,2.25,19,0,0,0,0,0,,Florian
9263,11/21/2022,1.5,13,0,0,0,0,0,,Florian
9263,12/12/2022,1.75,18,0,0,0,0,0,,Florian
9263,1/30/2023,2.75,15,0,0,0,0,0,,Florian
9263,3/1/2023,3.25,5,0,0,0,0,0,,Florian
9263,3/6/2023,1.25,15,0,0,0,0,0,,Florian
9263,3/27/2023,2.25,13,0,0,0,0,0,,Florian
9263,5/2/2023,1.75,13,0,0,0,0,0,,Florian
9263,5/22/2023,1.5,16,0,0,0,0,0,,Florian
9263,6/26/2023,2,14,0,0,0,0,0,,Florian
9263,7/24/2023,2.5,21,0,0,0,0,0,,Florian
9263,9/25/2023,1.5,14,0,0,0,0,0,,Florian
9263,10/23/2023,3.25,17,0,0,0,0,0,,Florian
9263,11/20/2023,4,16,0,0,0,0,0,,Florian
9263,11/21/2023,3.75,NA,NA,NA,NA,NA,NA,Kein Protokoll vorhanden.,Florian
9263,12/11/2023,2.25,24,0,0,0,0,0,,Florian
9263,1/22/2024,0.75,10,0,0,0,0,0,,Florian
9263,2/19/2024,2.25,15,0,0,0,0,0,,Florian
9263,3/11/2024,2.5,17,0,0,0,0,0,,Florian
9263,4/22/2024,2.75,15,0,0,0,0,0,,Florian
9263,5/13/2024,1.5,12,0,0,0,0,0,,Florian
9263,6/17/2024,1,9,0,0,0,0,0,,Florian
9261,5/8/2020,NA,17,0,0,0,0,0,Kein Protokoll vorhanden.,Florian
9261,5/29/2020,NA,10,0,0,0,0,0,Kein Protokoll vorhanden.,Florian
9261,6/26/2020,NA,12,0,0,0,0,0,Kein Protokoll vorhanden.,Florian
9261,7/24/2020,NA,6,0,0,0,0,0,Kein Protokoll vorhanden.,Florian
9261,9/25/2020,NA,3,0,0,0,0,0,Kein Protokoll vorhanden.,Florian
9261,10/23/2020,NA,10,0,0,0,0,0,Kein Protokoll vorhanden.,Florian
9261,11/13/2020,NA,10,0,0,0,0,0,Kein Protokoll vorhanden.,Florian
9261,12/11/2020,NA,10,0,0,0,0,0,Kein Protokoll vorhanden.,Florian
9261,1/22/2021,NA,13,0,0,0,0,0,Kein Protokoll vorhanden.,Florian
